,Phase,SetSize,FBand,Cluster,Participant,Power
343,id,1,alpha,All,F26F2,3.086520521320982
344,id,1,alpha,All,F5M1,1.2728258458286488
345,id,1,alpha,All,M22F2,1.1855910163520689
346,id,1,alpha,All,M8M1,1.2783551720661042
347,id,1,alpha,All,M8M2,1.1859015542094797
348,id,1,alpha,All,S20M1,1.2270952918165645
349,id,1,alpha,All,S21F1,1.5320964790872107
350,id,1,alpha,All,T11F1,1.1906780506418213
351,id,1,alpha,All,T16F2,1.2687963823045108
352,id,1,alpha,All,T18F2,1.182994954045584
353,id,1,alpha,All,T18M1,1.4726721870715151
354,id,1,alpha,All,T23F1,1.245986469068859
355,id,1,alpha,All,T23F2,0.9933080726819726
356,id,1,alpha,All,T25F1,1.4199662707304852
357,id,1,alpha,All,T9F2,2.362448209764222
358,id,1,alpha,All,W10F2,0.9825252314998968
359,id,1,alpha,All,W17M2,1.243163462165281
360,id,1,beta,Frontal,F12F2,2.002299492318553
361,id,1,beta,Frontal,F12M1,1.22820327340894
362,id,1,beta,Frontal,F19M1,0.9924528949122104
363,id,1,beta,Frontal,F26F2,1.346863890411495
364,id,1,beta,Frontal,F5M1,1.2360844401686704
365,id,1,beta,Frontal,M22F2,1.3525309000819892
366,id,1,beta,Frontal,M8M1,1.2273237437059883
367,id,1,beta,Frontal,M8M2,1.057127594831796
368,id,1,beta,Frontal,S20M1,1.2388019205435772
369,id,1,beta,Frontal,S21F1,1.2350234290509738
370,id,1,beta,Frontal,T11F1,1.1282013211370525
371,id,1,beta,Frontal,T16F2,1.1409689711649207
372,id,1,beta,Frontal,T18F2,1.295694189223355
373,id,1,beta,Frontal,T18M1,1.2613359349727362
374,id,1,beta,Frontal,T23F1,1.2628804564355358
375,id,1,beta,Frontal,T23F2,1.061562538224218
376,id,1,beta,Frontal,T25F1,1.3811248490465984
377,id,1,beta,Frontal,T9F2,1.4351332850485197
378,id,1,beta,Frontal,W10F2,1.0610264741456479
379,id,1,beta,Frontal,W17M2,1.158031670084479
380,id,1,beta,Central,F12F2,1.930275804456257
381,id,1,beta,Central,F12M1,0.9978282330962029
382,id,1,beta,Central,F19M1,1.051343871967534
383,id,1,beta,Central,F26F2,1.122865764267663
384,id,1,beta,Central,F5M1,1.2177688802299949
385,id,1,beta,Central,M22F2,1.269879059030342
386,id,1,beta,Central,M8M1,1.2024677603264926
387,id,1,beta,Central,M8M2,1.0469877114674533
388,id,1,beta,Central,S20M1,1.1558600352493011
389,id,1,beta,Central,S21F1,1.1281721889049146
390,id,1,beta,Central,T11F1,1.1112432708579247
391,id,1,beta,Central,T16F2,1.0214970648786128
392,id,1,beta,Central,T18F2,1.2372358743907583
393,id,1,beta,Central,T18M1,1.1668651130086651
394,id,1,beta,Central,T23F1,1.1769136939967013
395,id,1,beta,Central,T23F2,1.0026202212129984
396,id,1,beta,Central,T25F1,1.2759509917479472
397,id,1,beta,Central,T9F2,1.3619099078731842
398,id,1,beta,Central,W10F2,0.947232909053398
399,id,1,beta,Central,W17M2,0.9002339321079916
400,id,1,beta,Temporal,F12F2,1.8190473335816701
401,id,1,beta,Temporal,F12M1,1.2401901356159233
402,id,1,beta,Temporal,F19M1,1.051512327193468
403,id,1,beta,Temporal,F26F2,1.002613330634151
404,id,1,beta,Temporal,F5M1,1.2935086180364506
405,id,1,beta,Temporal,M22F2,1.372068366970604
406,id,1,beta,Temporal,M8M1,1.2365347889034897
407,id,1,beta,Temporal,M8M2,1.1300493097440907
408,id,1,beta,Temporal,S20M1,1.1597477937334895
409,id,1,beta,Temporal,S21F1,1.038764679390487
410,id,1,beta,Temporal,T11F1,1.1707457903558063
411,id,1,beta,Temporal,T16F2,1.0995306195602168
412,id,1,beta,Temporal,T18F2,1.1779239553954823
413,id,1,beta,Temporal,T18M1,1.2459131290669434
414,id,1,beta,Temporal,T23F1,1.3501321047814303
415,id,1,beta,Temporal,T23F2,1.1536774884981396
416,id,1,beta,Temporal,T25F1,1.2202160299999674
417,id,1,beta,Temporal,T9F2,1.2581860367925606
418,id,1,beta,Temporal,W10F2,0.9986315437291762
419,id,1,beta,Temporal,W17M2,1.0252108492123688
420,id,1,beta,Parietal,F12F2,1.8511454185371041
421,id,1,beta,Parietal,F12M1,0.9962111695629186
422,id,1,beta,Parietal,F19M1,1.0484782671971533
423,id,1,beta,Parietal,F26F2,1.1471971954612208
424,id,1,beta,Parietal,F5M1,1.2629525044014975
425,id,1,beta,Parietal,M22F2,1.3078456678246797
426,id,1,beta,Parietal,M8M1,1.1080066901527563
427,id,1,beta,Parietal,M8M2,1.0054193032667178
428,id,1,beta,Parietal,S20M1,1.1081249394132013
429,id,1,beta,Parietal,S21F1,1.1573474116483222
430,id,1,beta,Parietal,T11F1,1.050717648391549
431,id,1,beta,Parietal,T16F2,1.0118770590080854
432,id,1,beta,Parietal,T18F2,1.170689410503687
433,id,1,beta,Parietal,T18M1,1.2081194305277534
434,id,1,beta,Parietal,T23F1,1.1421823197874155
435,id,1,beta,Parietal,T23F2,1.0286385202731394
436,id,1,beta,Parietal,T25F1,1.1744657799626619
437,id,1,beta,Parietal,T9F2,1.3251617462358065
438,id,1,beta,Parietal,W10F2,0.9325920721967886
439,id,1,beta,Parietal,W17M2,0.8610752115049748
440,id,1,beta,Occipital,F12F2,2.0060970930789828
441,id,1,beta,Occipital,F12M1,1.1330261861504762
442,id,1,beta,Occipital,F19M1,1.0061778073475893
443,id,1,beta,Occipital,F26F2,1.382713824323665
444,id,1,beta,Occipital,F5M1,1.2689397086128704
445,id,1,beta,Occipital,M22F2,1.3194422592814992
446,id,1,beta,Occipital,M8M1,1.0442542691168828
447,id,1,beta,Occipital,M8M2,0.9583495538494128
448,id,1,beta,Occipital,S20M1,1.086232858377302
449,id,1,beta,Occipital,S21F1,1.235587115860059
450,id,1,beta,Occipital,T11F1,1.0314801382463534
451,id,1,beta,Occipital,T16F2,1.0145450048352818
452,id,1,beta,Occipital,T18F2,1.2284557845622095
453,id,1,beta,Occipital,T18M1,1.0798050869118636
454,id,1,beta,Occipital,T23F1,1.13463526925806
455,id,1,beta,Occipital,T23F2,0.8920400306501278
456,id,1,beta,Occipital,T25F1,1.1181578992967438
457,id,1,beta,Occipital,T9F2,1.3256909100987144
458,id,1,beta,Occipital,W10F2,0.9562137317158217
459,id,1,beta,Occipital,W17M2,0.9540209581864465
460,id,1,beta,All,F12F2,1.9437310201854827
461,id,1,beta,All,F12M1,1.0966089283376013
462,id,1,beta,All,F19M1,1.0275003852600544
463,id,1,beta,All,F26F2,1.2018017844266904
464,id,1,beta,All,F5M1,1.2432828665442162
465,id,1,beta,All,M22F2,1.3159222962787482
466,id,1,beta,All,M8M1,1.1806352529154385
467,id,1,beta,All,M8M2,1.0351434964675943
468,id,1,beta,All,S20M1,1.1657866965496537
469,id,1,beta,All,S21F1,1.1668821006111578
470,id,1,beta,All,T11F1,1.0951435597917931
471,id,1,beta,All,T16F2,1.0532898083881554
472,id,1,beta,All,T18F2,1.2394559232272375
473,id,1,beta,All,T18M1,1.2030723769633562
474,id,1,beta,All,T23F1,1.211612274358429
475,id,1,beta,All,T23F2,1.02627111477608
